,CreditDebitIndicator,Limite_Credito,Perfil,Renda_Mensal,accountID,amount,transactionID,transactionInformation,valueDateTime
58,Credit,100000.0,conservador,5000.0,00711234511,16115.99,99857.0,Agencia de Viagem,2019-07-08 07:00:00
59,Credit,100000.0,conservador,5000.0,00711234511,26266.94,68758.0,Restaurante,2019-03-29 01:00:00
60,Credit,100000.0,conservador,5000.0,00711234511,14273.86,93786.0,Aluguel,2019-07-13 17:00:00
61,Credit,100000.0,conservador,5000.0,00711234511,16442.62,34554.0,Hospital,2020-02-26 19:00:00
62,Credit,100000.0,conservador,5000.0,00711234511,13377.48,42029.0,Boleto,2019-07-05 02:00:00
63,Credit,100000.0,conservador,5000.0,00711234511,16652.4,49122.0,Farmacia,2019-07-27 10:00:00
64,Credit,100000.0,conservador,5000.0,00711234511,25801.0,85188.0,Boleto,2019-11-19 13:00:00
65,Credit,100000.0,conservador,5000.0,00711234511,18139.07,74087.0,DOC,2019-02-17 13:00:00
66,Credit,100000.0,conservador,5000.0,00711234511,26900.32,31198.0,Operadora de Telefone,2020-02-08 03:00:00
67,Credit,100000.0,conservador,5000.0,00711234511,16182.65,93342.0,Aluguel,2019-07-22 12:00:00
68,Credit,100000.0,conservador,5000.0,00711234511,13951.18,75862.0,TED,2019-03-13 18:00:00
69,Credit,100000.0,conservador,5000.0,00711234511,17946.34,76435.0,TED,2019-09-20 03:00:00
70,Credit,100000.0,conservador,5000.0,00711234511,24308.11,65932.0,Supermercado,2019-04-14 01:00:00
71,Credit,100000.0,conservador,5000.0,00711234511,10516.68,73531.0,Serviços de Streaming,2020-02-04 21:00:00
72,Credit,100000.0,conservador,5000.0,00711234511,10007.28,52039.0,Serviços de Streaming,2019-11-17 18:00:00
73,Credit,100000.0,conservador,5000.0,00711234511,26377.37,51124.0,Curso,2019-09-19 09:00:00
74,Credit,100000.0,conservador,5000.0,00711234511,39652.13,58559.0,Bar,2019-09-07 16:00:00
75,Credit,100000.0,conservador,5000.0,00711234511,40157.59,62915.0,TED,2020-01-08 19:00:00
76,Credit,100000.0,conservador,5000.0,00711234511,57891.92,45527.0,Supermercado,2020-02-17 19:00:00
77,Credit,100000.0,conservador,5000.0,00711234511,44828.2,33767.0,Mensalidade Academia,2020-01-22 10:00:00
78,Credit,100000.0,conservador,5000.0,00711234511,34624.95,99585.0,Mensalidade Academia,2020-02-04 17:00:00
79,Credit,100000.0,conservador,5000.0,00711234511,33064.33,88364.0,Restaurante,2019-11-19 12:00:00
80,Credit,100000.0,conservador,5000.0,00711234511,47079.43,26324.0,Fatura,2019-06-09 18:00:00
81,Credit,100000.0,conservador,5000.0,00711234511,65672.66,95416.0,Hospital,2019-04-13 17:00:00
82,Credit,100000.0,conservador,5000.0,00711234511,46926.45,42280.0,Mensalidade Academia,2019-04-08 18:00:00
83,Credit,100000.0,conservador,5000.0,00711234511,66042.48,58734.0,Bar,2019-12-05 23:00:00
84,Credit,100000.0,conservador,5000.0,00711234511,57893.21,41032.0,E-commerce,2019-10-02 02:00:00
85,Credit,100000.0,conservador,5000.0,00711234511,41865.67,90199.0,Operadora de Telefone,2019-10-16 14:00:00
86,Credit,100000.0,conservador,5000.0,00711234511,32385.32,41655.0,TED,2019-03-03 19:00:00
87,Credit,100000.0,conservador,5000.0,00711234511,62899.06,10241.0,Pagamento,2019-09-13 17:00:00
88,Credit,100000.0,conservador,5000.0,00711234511,33667.38,95332.0,Hospital,2019-06-15 20:00:00
89,Credit,100000.0,conservador,5000.0,00711234511,46959.43,76151.0,Serviços,2019-05-27 05:00:00
90,Credit,100000.0,conservador,5000.0,00711234511,54325.16,65916.0,Mensalidade Academia,2019-10-11 10:00:00
91,Credit,100000.0,conservador,5000.0,00711234511,54798.89,56398.0,Supermercado,2019-05-07 23:00:00
92,Credit,100000.0,conservador,5000.0,00711234511,48248.99,73989.0,Boleto,2019-05-03 18:00:00
93,Credit,100000.0,conservador,5000.0,00711234511,58036.0,18534.0,Hospital,2019-10-29 18:00:00
94,Credit,100000.0,conservador,5000.0,00711234511,35793.46,13715.0,Serviços de Streaming,2019-10-14 08:00:00
95,Credit,100000.0,conservador,5000.0,00711234511,61493.67,76274.0,Serviços,2019-06-24 15:00:00
96,Credit,100000.0,conservador,5000.0,00711234511,65058.34,42507.0,Serviços de Streaming,2019-04-16 20:00:00
97,Credit,100000.0,conservador,5000.0,00711234511,60547.68,86785.0,Serviços,2019-02-17 02:00:00
98,Credit,100000.0,conservador,5000.0,00711234511,41312.57,28457.0,Petshop,2019-03-25 13:00:00
99,Credit,100000.0,conservador,5000.0,00711234511,52859.75,49823.0,Mensalidade Academia,2019-06-07 17:00:00
100,Credit,100000.0,conservador,5000.0,00711234511,33187.63,28937.0,Boleto,2019-06-07 10:00:00
101,Credit,100000.0,conservador,5000.0,00711234511,58472.15,19531.0,Hospital,2019-10-19 15:00:00
102,Credit,100000.0,conservador,5000.0,00711234511,46386.65,76687.0,Balada,2019-09-15 04:00:00
103,Credit,100000.0,conservador,5000.0,00711234511,57377.73,51153.0,Bar,2020-01-08 03:00:00
104,Credit,100000.0,conservador,5000.0,00711234511,39178.97,74682.0,Bar,2019-04-05 09:00:00
105,Credit,100000.0,conservador,5000.0,00711234511,62802.7,42481.0,Farmacia,2019-08-21 16:00:00
106,Credit,100000.0,conservador,5000.0,00711234511,62058.3,23074.0,Petshop,2019-06-26 07:00:00
107,Credit,100000.0,conservador,5000.0,00711234511,72445.95,29963.0,Fatura,2019-11-10 02:00:00
108,Credit,100000.0,conservador,5000.0,00711234511,70988.24,30667.0,Operadora de Telefone,2019-06-04 20:00:00
109,Credit,100000.0,conservador,5000.0,00711234511,71305.75,87440.0,Boleto,2020-02-01 21:00:00
110,Credit,100000.0,conservador,5000.0,00711234511,74057.83,78921.0,Agencia de Viagem,2020-01-08 17:00:00
111,Credit,100000.0,conservador,5000.0,00711234511,74974.54,23024.0,Transferencia,2019-08-09 22:00:00
112,Credit,100000.0,conservador,5000.0,00711234511,72403.58,34859.0,Hospital,2019-09-12 16:00:00
113,Credit,100000.0,conservador,5000.0,00711234511,70196.05,17174.0,Curso,2019-06-24 04:00:00
114,Credit,100000.0,conservador,5000.0,00711234511,71519.14,96565.0,TED,2019-05-19 02:00:00
115,Credit,100000.0,conservador,5000.0,00711234511,72592.13,78421.0,Transferencia,2019-07-27 21:00:00
116,Credit,100000.0,conservador,5000.0,00711234511,70842.15,56997.0,Serviços de Streaming,2019-08-11 15:00:00
117,Credit,100000.0,conservador,5000.0,00711234511,71522.02,10676.0,Serviços,2019-08-14 18:00:00
118,Credit,100000.0,conservador,5000.0,00711234511,70352.43,49516.0,Agencia de Viagem,2020-02-10 10:00:00
119,Credit,100000.0,conservador,5000.0,00711234511,74775.27,94683.0,Curso,2019-04-05 09:00:00
120,Credit,100000.0,conservador,5000.0,00711234511,72951.46,10944.0,E-commerce,2019-08-27 13:00:00
121,Credit,100000.0,conservador,5000.0,00711234511,72927.84,61977.0,Fatura,2019-09-27 13:00:00
122,Credit,100000.0,conservador,5000.0,00711234511,73960.85,12057.0,Operadora de Telefone,2019-07-09 12:00:00
123,Credit,100000.0,conservador,5000.0,00711234511,71017.68,25835.0,Serviços de Streaming,2020-01-09 12:00:00
124,Credit,100000.0,conservador,5000.0,00711234511,70722.97,45959.0,Petshop,2019-07-12 03:00:00
125,Credit,100000.0,conservador,5000.0,00711234511,73010.63,96019.0,Supermercado,2020-01-23 18:00:00
126,Credit,100000.0,conservador,5000.0,00711234511,74012.63,79008.0,Curso,2019-08-08 03:00:00
127,Credit,100000.0,conservador,5000.0,00711234511,73424.66,12515.0,DOC,2019-08-27 00:00:00
128,Credit,100000.0,conservador,5000.0,00711234511,72830.62,19695.0,Bar,2019-02-28 01:00:00
129,Credit,100000.0,conservador,5000.0,00711234511,74954.78,47346.0,Serviços,2019-07-17 20:00:00
130,Credit,100000.0,conservador,5000.0,00711234511,71340.72,64289.0,Mensalidade Academia,2019-04-09 09:00:00
131,Credit,100000.0,conservador,5000.0,00711234511,72737.79,37413.0,Curso,2019-04-12 17:00:00
132,Credit,100000.0,conservador,5000.0,00711234511,70724.19,81143.0,Operadora de Telefone,2019-08-20 01:00:00
133,Credit,100000.0,conservador,5000.0,00711234511,74185.07,77415.0,Balada,2019-03-14 13:00:00
134,Credit,100000.0,conservador,5000.0,00711234511,70479.9,64591.0,Supermercado,2020-02-05 11:00:00
135,Credit,100000.0,conservador,5000.0,00711234511,74792.36,29975.0,DOC,2020-01-13 23:00:00
136,Credit,100000.0,conservador,5000.0,00711234511,70671.83,62918.0,TED,2019-12-14 03:00:00
137,Credit,100000.0,conservador,5000.0,00711234511,73485.74,14932.0,Petshop,2019-11-16 16:00:00
138,Credit,100000.0,conservador,5000.0,00711234511,72345.82,48409.0,Petshop,2019-09-22 11:00:00
139,Credit,100000.0,conservador,5000.0,00711234511,73846.55,20138.0,Farmacia,2019-05-03 04:00:00
140,Credit,100000.0,conservador,5000.0,00711234511,73433.64,25068.0,TED,2019-12-28 23:00:00
141,Credit,100000.0,conservador,5000.0,00711234511,71308.18,60344.0,Serviços,2019-06-26 09:00:00
142,Credit,100000.0,conservador,5000.0,00711234511,71807.26,83613.0,Serviços de Streaming,2019-05-10 19:00:00
143,Credit,100000.0,conservador,5000.0,00711234511,73116.34,99170.0,E-commerce,2019-04-22 22:00:00
144,Credit,100000.0,conservador,5000.0,00711234511,72109.45,45567.0,E-commerce,2019-06-30 07:00:00
145,Credit,100000.0,conservador,5000.0,00711234511,73650.43,66611.0,TED,2019-07-18 20:00:00
146,Credit,100000.0,conservador,5000.0,00711234511,72027.82,17254.0,Bar,2019-04-02 02:00:00
147,Credit,100000.0,conservador,5000.0,00711234511,72532.32,86781.0,Farmacia,2019-12-25 00:00:00
148,Credit,100000.0,conservador,5000.0,00711234511,74404.3,72728.0,Balada,2019-12-22 03:00:00
149,Credit,100000.0,conservador,5000.0,00711234511,74171.72,77191.0,Balada,2019-03-30 23:00:00
150,Credit,100000.0,conservador,5000.0,00711234511,72511.56,36255.0,Boleto,2019-07-07 17:00:00
151,Credit,100000.0,conservador,5000.0,00711234511,72781.05,42079.0,Operadora de Telefone,2019-05-24 09:00:00
152,Credit,100000.0,conservador,5000.0,00711234511,72034.83,85635.0,Serviços,2019-03-02 23:00:00
153,Credit,100000.0,conservador,5000.0,00711234511,70313.47,85596.0,Transferencia,2019-08-05 00:00:00
154,Credit,100000.0,conservador,5000.0,00711234511,72008.33,68206.0,Curso,2020-01-02 23:00:00
155,Credit,100000.0,conservador,5000.0,00711234511,72586.77,31093.0,Fatura,2019-06-16 20:00:00
156,Credit,100000.0,conservador,5000.0,00711234511,73584.55,24084.0,Petshop,2019-08-21 15:00:00
157,Credit,100000.0,conservador,5000.0,00711234511,73412.28,60907.0,Bar,2019-03-08 09:00:00
158,Credit,100000.0,conservador,5000.0,00711234511,74239.47,11243.0,Petshop,2019-09-24 20:00:00
159,Credit,100000.0,conservador,5000.0,00711234511,72860.54,55728.0,Supermercado,2019-06-12 15:00:00
160,Credit,100000.0,conservador,5000.0,00711234511,71026.97,81652.0,Balada,2019-05-07 01:00:00
161,Credit,100000.0,conservador,5000.0,00711234511,73272.44,65754.0,Bar,2019-07-31 16:00:00
162,Credit,100000.0,conservador,5000.0,00711234511,74076.77,79202.0,Petshop,2019-10-05 17:00:00
163,Credit,100000.0,conservador,5000.0,00711234511,72223.26,83594.0,Fatura,2019-07-09 06:00:00
164,Credit,100000.0,conservador,5000.0,00711234511,72025.93,51618.0,Hospital,2019-04-02 01:00:00
165,Credit,100000.0,conservador,5000.0,00711234511,74173.78,38611.0,Boleto,2020-02-09 16:00:00
166,Credit,100000.0,conservador,5000.0,00711234511,74101.38,61838.0,Pagamento,2019-07-27 18:00:00
167,Credit,100000.0,conservador,5000.0,00711234511,70904.09,57612.0,Bar,2019-08-24 13:00:00
168,Credit,100000.0,conservador,5000.0,00711234511,74811.72,41481.0,Mensalidade Academia,2019-10-16 11:00:00
169,Credit,100000.0,conservador,5000.0,00711234511,73261.01,13758.0,TED,2019-04-10 01:00:00
170,Credit,100000.0,conservador,5000.0,00711234511,73131.3,44208.0,Petshop,2019-03-14 04:00:00
171,Credit,100000.0,conservador,5000.0,00711234511,74324.27,54644.0,Farmacia,2019-12-10 21:00:00
172,Credit,100000.0,conservador,5000.0,00711234511,73647.14,89555.0,Pagamento,2019-08-22 04:00:00
173,Credit,100000.0,conservador,5000.0,00711234511,71309.85,81616.0,Pagamento,2019-04-15 19:00:00
174,Credit,100000.0,conservador,5000.0,00711234511,70199.67,78909.0,Aluguel,2020-02-14 22:00:00
175,Credit,100000.0,conservador,5000.0,00711234511,71794.46,91251.0,Farmacia,2020-02-11 06:00:00
176,Credit,100000.0,conservador,5000.0,00711234511,71573.71,15711.0,Hospital,2019-03-13 16:00:00
177,Credit,100000.0,conservador,5000.0,00711234511,71287.05,32658.0,Restaurante,2019-10-08 10:00:00
178,Credit,100000.0,conservador,5000.0,00711234511,71613.17,99589.0,DOC,2019-09-27 11:00:00
179,Credit,100000.0,conservador,5000.0,00711234511,70475.51,28421.0,Operadora de Telefone,2020-02-11 06:00:00
180,Credit,100000.0,conservador,5000.0,00711234511,73048.44,19507.0,Fatura,2019-08-16 06:00:00
181,Credit,100000.0,conservador,5000.0,00711234511,72752.97,37880.0,Transferencia,2019-08-26 00:00:00
182,Credit,100000.0,conservador,5000.0,00711234511,71288.38,58763.0,Petshop,2019-11-02 21:00:00
183,Credit,100000.0,conservador,5000.0,00711234511,74498.48,46450.0,Restaurante,2020-02-27 16:00:00
184,Credit,100000.0,conservador,5000.0,00711234511,71145.38,15009.0,Farmacia,2019-05-06 09:00:00
185,Credit,100000.0,conservador,5000.0,00711234511,70657.96,46645.0,Boleto,2019-04-25 21:00:00
186,Credit,100000.0,conservador,5000.0,00711234511,71249.03,78961.0,Agencia de Viagem,2019-12-27 14:00:00
187,Credit,100000.0,conservador,5000.0,00711234511,70725.71,48187.0,Operadora de Telefone,2019-06-12 14:00:00
188,Credit,100000.0,conservador,5000.0,00711234511,71173.99,45604.0,Curso,2019-03-15 22:00:00
189,Credit,100000.0,conservador,5000.0,00711234511,72889.73,25905.0,Mensalidade Academia,2019-12-10 13:00:00
190,Credit,100000.0,conservador,5000.0,00711234511,70328.12,67487.0,Operadora de Telefone,2019-08-16 12:00:00
191,Credit,100000.0,conservador,5000.0,00711234511,70986.6,96135.0,Curso,2019-09-13 14:00:00
192,Credit,100000.0,conservador,5000.0,00711234511,72625.4,85160.0,Agencia de Viagem,2019-07-20 01:00:00
193,Credit,100000.0,conservador,5000.0,00711234511,71319.64,16667.0,Transferencia,2019-03-29 07:00:00
194,Credit,100000.0,conservador,5000.0,00711234511,72041.67,51521.0,Serviços,2019-08-26 05:00:00
195,Credit,100000.0,conservador,5000.0,00711234511,74890.92,64057.0,Operadora de Telefone,2019-04-22 08:00:00
196,Credit,100000.0,conservador,5000.0,00711234511,72728.29,16407.0,Restaurante,2019-06-07 02:00:00
197,Credit,100000.0,conservador,5000.0,00711234511,70041.93,82933.0,Pagamento,2019-04-26 11:00:00
198,Credit,100000.0,conservador,5000.0,00711234511,72138.9,91070.0,Fatura,2019-07-01 19:00:00
199,Credit,100000.0,conservador,5000.0,00711234511,71322.01,68018.0,Serviços de Streaming,2019-03-30 17:00:00
200,Credit,100000.0,conservador,5000.0,00711234511,71924.81,95901.0,Curso,2019-02-11 21:00:00
201,Credit,100000.0,conservador,5000.0,00711234511,73520.31,23499.0,Serviços de Streaming,2019-06-15 14:00:00
202,Credit,100000.0,conservador,5000.0,00711234511,70461.17,55477.0,Mensalidade Academia,2019-07-21 08:00:00
203,Credit,100000.0,conservador,5000.0,00711234511,74952.81,77249.0,Agencia de Viagem,2019-10-21 16:00:00
204,Credit,100000.0,conservador,5000.0,00711234511,70211.37,75613.0,Boleto,2019-06-17 11:00:00
205,Credit,100000.0,conservador,5000.0,00711234511,70308.53,14191.0,Agencia de Viagem,2019-04-13 23:00:00
206,Credit,100000.0,conservador,5000.0,00711234511,74838.6,61164.0,Petshop,2020-01-05 23:00:00
207,Credit,100000.0,conservador,5000.0,00711234511,70930.48,21612.0,DOC,2020-01-16 02:00:00
208,Credit,100000.0,conservador,5000.0,00711234511,72298.22,67392.0,Boleto,2020-02-17 08:00:00
209,Credit,100000.0,conservador,5000.0,00711234511,72214.55,75676.0,Mensalidade Academia,2019-07-25 13:00:00
210,Credit,100000.0,conservador,5000.0,00711234511,73636.05,32545.0,Restaurante,2019-03-31 14:00:00
211,Credit,100000.0,conservador,5000.0,00711234511,74623.39,46484.0,Bar,2019-02-13 05:00:00
212,Credit,100000.0,conservador,5000.0,00711234511,70860.58,39822.0,Boleto,2019-08-27 17:00:00
213,Credit,100000.0,conservador,5000.0,00711234511,72827.29,78324.0,Restaurante,2019-11-14 05:00:00
214,Credit,100000.0,conservador,5000.0,00711234511,71961.01,12680.0,Curso,2019-07-18 11:00:00
215,Credit,100000.0,conservador,5000.0,00711234511,70926.23,71068.0,Mensalidade Academia,2019-10-30 21:00:00
216,Credit,100000.0,conservador,5000.0,00711234511,73537.54,80521.0,Boleto,2019-12-31 21:00:00
217,Credit,100000.0,conservador,5000.0,00711234511,73514.92,71335.0,Aluguel,2019-05-27 13:00:00
218,Credit,100000.0,conservador,5000.0,00711234511,74500.84,37355.0,Fatura,2019-05-30 14:00:00
219,Credit,100000.0,conservador,5000.0,00711234511,71715.94,77232.0,Aluguel,2019-06-29 01:00:00
220,Credit,100000.0,conservador,5000.0,00711234511,72877.59,16687.0,Pagamento,2019-12-16 02:00:00
221,Credit,100000.0,conservador,5000.0,00711234511,71653.88,55791.0,Restaurante,2020-01-31 02:00:00
222,Credit,100000.0,conservador,5000.0,00711234511,73350.97,77743.0,Petshop,2019-02-05 08:00:00
223,Credit,100000.0,conservador,5000.0,00711234511,72343.11,13364.0,Balada,2019-09-25 00:00:00
224,Credit,100000.0,conservador,5000.0,00711234511,71060.13,43989.0,Bar,2020-02-11 16:00:00
225,Credit,100000.0,conservador,5000.0,00711234511,72556.31,65346.0,DOC,2019-10-14 17:00:00
226,Credit,100000.0,conservador,5000.0,00711234511,71212.39,21621.0,Petshop,2019-07-21 11:00:00
227,Credit,100000.0,conservador,5000.0,00711234511,71893.19,86955.0,Boleto,2020-02-29 20:00:00
228,Credit,100000.0,conservador,5000.0,00711234511,73212.13,41098.0,DOC,2019-06-07 09:00:00
229,Credit,100000.0,conservador,5000.0,00711234511,71465.0,17128.0,Operadora de Telefone,2019-05-15 03:00:00
230,Credit,100000.0,conservador,5000.0,00711234511,74919.02,97097.0,Supermercado,2019-07-15 08:00:00
231,Credit,100000.0,conservador,5000.0,00711234511,71277.97,93106.0,Restaurante,2020-01-19 11:00:00
232,Credit,100000.0,conservador,5000.0,00711234511,73500.36,87528.0,Farmacia,2019-09-13 00:00:00
233,Credit,100000.0,conservador,5000.0,00711234511,73601.95,18997.0,Balada,2019-10-26 11:00:00
234,Credit,100000.0,conservador,5000.0,00711234511,70886.08,17341.0,E-commerce,2019-07-19 17:00:00
235,Credit,100000.0,conservador,5000.0,00711234511,72957.54,45069.0,Supermercado,2019-07-12 19:00:00
236,Credit,100000.0,conservador,5000.0,00711234511,73862.03,81949.0,Serviços,2019-03-30 09:00:00
237,Credit,100000.0,conservador,5000.0,00711234511,74486.43,69602.0,Boleto,2019-08-03 17:00:00
238,Credit,100000.0,conservador,5000.0,00711234511,71843.89,19152.0,Transferencia,2019-03-19 13:00:00
239,Credit,100000.0,conservador,5000.0,00711234511,74459.6,91069.0,Balada,2020-02-13 11:00:00
240,Credit,100000.0,conservador,5000.0,00711234511,70811.78,47174.0,Serviços,2019-03-12 11:00:00
241,Credit,100000.0,conservador,5000.0,00711234511,70841.42,13743.0,Boleto,2019-02-13 08:00:00
242,Credit,100000.0,conservador,5000.0,00711234511,74113.99,68524.0,Bar,2019-06-29 18:00:00
243,Credit,100000.0,conservador,5000.0,00711234511,73628.48,58012.0,Serviços de Streaming,2019-06-05 21:00:00
244,Credit,100000.0,conservador,5000.0,00711234511,70912.54,68390.0,Pagamento,2019-12-25 09:00:00
245,Credit,100000.0,conservador,5000.0,00711234511,73254.21,32915.0,E-commerce,2019-05-31 22:00:00
246,Credit,100000.0,conservador,5000.0,00711234511,72129.57,86157.0,Petshop,2019-05-23 08:00:00
247,Credit,100000.0,conservador,5000.0,00711234511,70255.66,34315.0,Supermercado,2019-11-27 16:00:00
248,Credit,100000.0,conservador,5000.0,00711234511,73884.84,67231.0,Agencia de Viagem,2019-06-06 18:00:00
249,Credit,100000.0,conservador,5000.0,00711234511,70866.19,81550.0,Supermercado,2019-03-16 00:00:00
250,Credit,100000.0,conservador,5000.0,00711234511,74343.64,38367.0,Supermercado,2019-09-04 04:00:00
251,Credit,100000.0,conservador,5000.0,00711234511,72309.14,77667.0,Supermercado,2019-05-27 15:00:00
252,Credit,100000.0,conservador,5000.0,00711234511,74427.0,55950.0,Curso,2020-02-07 19:00:00
253,Credit,100000.0,conservador,5000.0,00711234511,70718.95,69340.0,Supermercado,2019-03-30 06:00:00
254,Credit,100000.0,conservador,5000.0,00711234511,70027.75,92097.0,Aluguel,2019-04-09 17:00:00
255,Credit,100000.0,conservador,5000.0,00711234511,73717.38,38457.0,Serviços de Streaming,2019-03-26 21:00:00
256,Credit,100000.0,conservador,5000.0,00711234511,71566.99,62251.0,Transferencia,2019-05-13 08:00:00
